0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4
1394,1072,0,0,0,0,84,0,0,0,0,0,0,0,0,0,23,0,2,2,6,25
0,0,0,860,804,724,0,804,724,4,0,0,0,0,0,0,0,4,0,1,2,4
0,0,0,252,238,218,0,238,218,0,0,0,0,0,0,0,0,1,0,1,1,1
370,300,0,517,0,301,0,0,301,4,0,0,0,0,0,0,5,4,0,2,7,9
0,0,0,120,0,66,0,0,66,0,0,0,0,0,1,0,0,1,0,1,2,1
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
0,0,0,243,229,209,0,229,209,0,0,0,0,0,0,0,0,1,0,1,1,1
610,512,148,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,2,7
0,0,0,864,808,728,0,808,728,4,0,0,0,0,0,0,0,4,0,1,2,4
296,240,0,214,0,106,0,0,106,2,0,0,0,0,0,0,4,2,0,2,5,6
0,0,0,856,800,720,0,800,720,4,0,0,0,0,0,0,0,4,0,1,2,4
0,0,0,428,400,360,126,400,360,2,0,0,0,0,0,0,0,2,3,2,2,5
148,120,0,252,238,218,0,238,218,0,0,0,0,0,0,0,2,1,0,2,4,3
0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
0,0,0,428,400,360,0,400,360,2,0,0,0,0,0,0,0,2,0,1,2,2
0,0,0,856,800,720,0,800,720,4,0,0,0,0,0,0,0,4,0,1,2,4
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,860,804,724,0,804,724,4,0,0,0,0,0,0,0,4,0,1,2,4
977,823,235,266,0,158,0,0,158,3,0,0,0,0,0,0,11,2,0,2,4,13
0,0,0,856,800,720,0,800,720,4,0,0,0,0,0,0,0,4,0,1,2,4
977,823,235,266,0,158,0,0,158,3,0,0,0,0,0,0,11,2,0,2,4,13
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
0,0,0,2478,960,1354,0,960,1354,20,0,0,0,0,0,0,0,26,0,6,9,26
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,856,800,720,0,800,720,4,0,0,0,0,0,0,0,4,0,1,2,4
0,0,0,856,800,720,0,800,720,4,0,0,0,0,0,0,0,4,0,1,2,4
0,0,0,1206,606,888,0,606,888,7,0,0,0,0,0,0,0,7,0,2,5,7
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,4369,3995,3921,0,3995,3921,2,0,0,0,0,0,0,0,12,0,2,4,12
0,0,0,856,800,720,0,800,720,4,0,0,0,0,0,0,0,4,0,1,2,4
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
367,311,87,252,238,218,0,238,218,1,0,0,0,0,0,0,4,1,0,2,3,5
0,0,0,20978,2870,17642,660,2870,17642,36,0,0,0,0,4,0,0,74,14,13,17,88
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,645,603,543,84,603,543,3,0,0,0,0,0,0,0,3,2,2,2,5
0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
0,0,0,12323,11897,11739,0,11897,11739,2,0,0,0,0,0,0,0,16,0,2,4,16
1468,1132,0,0,0,0,84,0,0,0,0,0,0,0,0,0,24,0,2,2,6,26
0,0,0,1206,606,888,0,606,888,7,0,0,0,0,0,0,0,7,0,2,5,7
74,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
1662,1284,0,0,0,0,84,0,0,0,0,0,0,0,0,0,27,0,2,2,8,29
66,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
977,823,235,266,0,158,0,0,158,3,0,0,0,0,0,0,11,2,0,2,4,13
0,0,0,12572,12146,11988,0,12146,11988,2,0,0,0,0,0,0,0,16,0,2,4,16
1394,1072,0,0,0,0,84,0,0,0,0,0,0,0,0,0,23,0,2,2,6,25
0,0,0,856,800,720,0,800,720,4,0,0,0,0,0,0,0,4,0,1,2,4
148,120,0,0,0,0,84,0,0,0,0,0,0,0,0,0,2,0,2,2,3,4
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
903,763,235,749,229,499,0,229,499,5,0,0,0,0,0,0,10,5,0,3,6,15
1426,1378,1258,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,3
1542,1192,0,238,0,130,84,0,130,2,0,0,0,0,0,0,25,2,2,3,8,29
0,0,0,856,800,720,0,800,720,4,0,0,0,0,0,0,0,4,0,1,2,4
1320,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,4,22
334997,234687,235,266,0,158,84,0,158,3,0,0,0,0,0,0,5854,2,2,3064,3069,5858
0,0,0,860,804,724,0,804,724,4,0,0,0,0,0,0,0,4,0,1,2,4
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
