0,0,0,864,808,728,0,808,728,4,0,0,0,0,0,0,0,4,0,1,2,4
114,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
1514,1164,0,0,0,0,84,0,0,0,0,0,0,0,0,0,25,0,2,2,7,27
132,104,0,180,152,112,126,152,112,0,0,0,0,0,0,0,2,2,3,3,4,7
0,0,0,8682,8252,8098,0,8252,8098,2,0,0,0,0,0,0,0,16,0,2,4,16
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,860,804,724,0,804,724,4,0,0,0,0,0,0,0,4,0,1,2,4
222,180,0,266,0,158,0,0,158,2,0,0,0,0,0,0,3,2,0,2,4,5
396,326,66,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,5
132,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
28046,27172,24692,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,4,6,56
26198,25636,24236,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,3,35
120,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2
132,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2
1562,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,9,26
0,0,0,180,152,112,0,152,112,0,0,0,0,0,0,0,0,2,0,1,2,2
0,0,0,180,152,112,0,152,112,0,0,0,0,0,0,0,0,2,0,1,2,2
0,0,0,179,165,145,168,165,145,1,0,0,0,0,0,0,0,1,4,2,2,5
0,0,0,848,792,712,0,792,712,4,0,0,0,0,0,0,0,4,0,1,2,4
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
977,823,235,266,0,158,0,0,158,3,0,0,0,0,0,0,11,2,0,2,4,13
0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
132,104,0,0,0,0,168,0,0,0,0,0,0,0,0,0,2,0,4,2,3,6
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,558,0,342,0,0,342,4,0,0,0,0,0,0,0,4,0,1,3,4
0,0,0,328,272,192,0,272,192,4,0,0,0,0,0,0,0,4,0,1,5,4
898,842,682,848,792,712,84,792,712,4,0,0,0,0,0,0,4,4,2,3,4,10
8303,6171,499,5338,4996,4924,84,4996,4924,2,0,0,0,0,0,0,133,11,2,12,29,146
0,0,0,558,0,342,84,0,342,4,0,0,0,0,0,0,0,4,2,2,3,6
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
0,0,0,252,238,218,0,238,218,0,0,0,0,0,0,0,0,1,0,1,1,1
148,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2
10081,9635,8315,180,152,112,0,152,112,2,0,0,0,0,0,0,31,2,0,3,6,33
0,0,0,860,804,724,0,804,724,4,0,0,0,0,0,0,0,4,0,1,2,4
0,0,0,860,804,724,0,804,724,4,0,0,0,0,0,0,0,4,0,1,2,4
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5
0,0,0,0,0,0,9996,0,0,0,0,0,0,0,0,0,0,0,238,107,0,238
0,0,0,558,0,342,0,0,342,4,0,0,0,0,0,0,0,4,0,1,3,4
0,0,0,180,152,112,0,152,112,0,0,0,0,0,0,0,0,2,0,1,2,2
922,742,154,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,4,12
